fips,count,avgScore
55065,84,0.32
55067,65,0.33
55069,173,0.29
55071,590,0.38
55073,1072,0.34
55075,172,0.4
55077,71,0.3
55078,13,0.01
55079,14053,0.23
55081,260,0.38
55083,167,0.38
55085,259,0.38
55087,2224,0.34
55089,1302,0.35
55091,50,0.31
55093,697,0.33
55095,272,0.38
55097,1076,0.35
55099,70,0.35
55101,2907,0.29
55103,130,0.34
55105,1673,0.31
55107,48,0.42
55109,949,0.33
55111,525,0.33
55113,152,0.31
55115,225,0.34
55117,1170,0.33
55119,69,0.37
55121,245,0.33
55123,265,0.33
55125,343,0.36
55127,1276,0.34
55129,106,0.33
55131,1442,0.39
55133,4954,0.34
55135,279,0.37
55137,182,0.35
55139,2332,0.35
55141,664,0.36
56001,555,0.23
56003,20,0.25
56005,85,0.29
56007,24,0.24
56009,27,0.32
56011,11,0.34
56013,173,0.26
56015,56,0.37
56017,5,0.31
56019,21,0.36
56021,456,0.26
56023,36,0.23
56025,212,0.29
56027,1,-0.06
56029,95,0.26
56031,20,0.3
56033,120,0.22
56035,13,0.31
56037,143,0.27
56039,488,0.27
56041,53,0.27
56043,7,0.4
56045,11,0.27
